Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,og_period_salary,Compensation,og_salary_currency,Job ID,Job Category,Scraped Date
it corporate director,Pt Sanbe Farma,Bandung,not_written,Teknologi Informasi Komunikasi,Manajemen,Not Written,1 jam yang lalu,Kontrak,Syarat Jabatanpendidikan Minimal Sarjana Informatika Komputer Dari Perguruan Tinggi Terkemukapengalaman Minimal Tahun Pada Posisi General Manager Atau Direktur It Pada Perusahaan Besarusia Antara Tahunmemahami It Policy Yang Berlaku Baik Itu Untuk Software Dan Hardware Infrastructure Dan Mampu Menerapkan Dalam Pembuatan Grand Design Road Map It Blueprint Memiliki Leadership Yang Kuat Dalam Memimpin Team Yang Besarmemahami Dan Menguasai Perangkat Lunak Aplikasi Berbasis Odoopengalaman Minimal Tahun Dalam Membangun Mengembangkan Dan Mengimplementasikan Perangkat Lunak Aplikasi Berbasis Odoo Dan Lainnyapengalaman Dalam Mengembangkan Menyelesaikan Serta Mengimplementasikan Minimal Perangkat Lunak Aplikasi Berbasis Odoo Pada Web Desktop Serta Mobilememahami Dan Menguasai Paradigma Pembangunan Software Diantaranya Software Development Life Cycle Sdlc Pembangunan Software Dengan Metodologi Prototype Dan Metodologi Berorientasi Objek Serta Project Management Itmemahami Dan Menguasai Tools Analysis Dan Design Seperti Usecase Diagram Uml Diagram Class Diagram Sequence Diagram Diagram Object Dan Lainnyamemahami Dan Menguasai Infrastruktur Dan Jaringan Itbersedia Ditempatkan Di Kota Bandung Jawa Barat Tugas Utama Memimpin Pembangunan Dan Pengembangan System Yang Dijalankan Oleh Perusahaanmenentukan Arah Dan Tujuan Sebuah Pembangunan Dan System Yang Harus Digunakan Oleh Perusahaanmengembangkan System Keamanan Yang Kuat Atas System Dan Data Perusahaanmemimpin Dan Mengawasi Pembangunan Serta Pengembangan System Yang Sedang Dan Akan Dilaksanakan Perusahaanmemimpin Seluruh Team It Menuju Sasaran Yang Ditentukan Perusahaanmemberikan Arahan Kepada Team Atas Pembangunan Dan Pengembangan System Yang Dijalankan Oleh Perusahaanmemastikan Bahwa Infrastruktur It Perusahaan Berjalan Dengan Lancar Dan Efisienmemantau Kinerja Sistem It Dan Menganalisis Data Untuk Mengidentifikasi Area Di Mana Perbaikan Dapat Dilakukan Atau Efisiensi Dapat Ditingkatkanmemastikan Bahwa Semua Operasi It Sesuai Dengan Peraturan Dan Kebijakan Yang Berlaku Serta Bersiap Untuk Menghadapi Audit Internal Dan Eksternalmemastikan Bahwa Semua Inisiatif It Sejalan Dengan Tujuan Dan Visi Bisnis Perusahaan,https://www.jobstreet.co.id/id/job/74410197?type=standard&ref=search-standalone,not_written,not_written,not_written,74410197,IT,2024-03-13
project development office manager pdo,Pt Prima Bersama Berkat,Cikarang,not_written,Ceo Manajemen Umum,Manajer Umum Unit Bisnis,Not Written,2 hari yang lalu,Full time,Responsibilities Manage Human Resource Budgets For Each Project Location Propose And Organize Training Programs For Staff At All Levels Address Job Description Deviations And Ensure Compliance With Sops Monitor And Enhance Employee Performance Develop And Execute Project Management Strategies To Optimize Efficiency And Meet Project Deadlines And Budgets Ensure Asset Maintenance And Damage Prevention Coordinate With Local Authorities As Necessary Monitor Project Progress Identify Risks And Implement Mitigation Measures Oversee The Entire Project Lifecycle From Feasibility Studies To Handover Develop And Manage Hr Budgets For Effective Manpower Planning Control And Optimize Operational Costsrequirements Bachelor S Degree In Civil Engineering And Architecture Experience In Construction Project Management Or Related Field Minimum Of Years Of Experience In Project Management Strong Communication And Negotiation Skills Ability To Collaborate Effectively With Internal And External Stakeholderskey Skillscivil Engineering,https://www.jobstreet.co.id/id/job/74355835?type=standout&ref=search-standalone,not_written,not_written,not_written,74355835,PRODUCT MANAGEMENT,2024-03-13
area operation manager sumatera,Pt Bni Multifinance,Palembang,not_written,Manufaktur Transportasi Logistik,Manajemen,Not Written,55 menit yang lalu,Full time,Tugas Menjalankan Fungsi Administrasi Dan Operasional Area Pembuatan Report Operasional Areamelakukan Monitoring Dan Evaluasi Terhadap Kinerja Semua Bagian Yang Berkaitan Dengan Proses Administrasi Operasional Yang Terjadi Di Areamelakukan Training Opersional Untuk Cabang Di Area Tugasnya Kualifikasi Pendidikan S Usia Maksimal Tahunberpengalaman Minimal Tahun Sebagai Operation Head Atau Tahun Sebagai Area Operation Di Multifinance Leasing Perbankanmenguasai Sistem Confins Lebih Diutamakan Bersedia Ditempatkan Di Area Sumatera,https://www.jobstreet.co.id/id/job/74410540?type=standard&ref=search-standalone,not_written,not_written,not_written,74410540,OPERATIONS,2024-03-13
staff production,Pt Jac Consulting Indonesia,Cibitung,not_written,Manufaktur Transportasi Logistik,Pekerjaan Perakitan Pemrosesan,Not Written,1 hari yang lalu,Kontrak,Greetings Our Client A Manufacturing Company Located In Cibitung Is Currently Looking For Candidates To Fill The Position Of Staff Production Please See The Details Below Qualifications Bachelor S Degree In Engineering Maximum Years Experience In Japanese Manufacturing Company Proficient In English Both Written And Spoken Proficient In Relevant Computer Applications Able To Work In Shifts Fast Learner Independent Excellent Teamwork And Positive Attitude Responsibilities Collaborate With The Production Planning Team To Contribute To The Development Of Production Schedules And Plans Monitor And Uphold High Quality Production Standards Ensuring Products Meet Established Specifications Identify Opportunities For Process Improvement To Enhance Productivity And Reduce Costs Address Production Issues Promptly And Effectively Troubleshooting Challenges That May Arise During Manufacturing Ensure Adherence To Safety Regulations Quality Standards And Company Policies,https://www.jobstreet.co.id/id/job/74380716?type=standout&ref=search-standalone,not_written,not_written,not_written,74380716,PRODUCT MANAGEMENT,2024-03-13
crew part time area kota tasikmalaya,Pt Eka Bogainti,Tasikmalaya,not_written,Hospitaliti Pariwisata,Pelayan,Not Written,58 menit yang lalu,Kontrak,Memberikan Pelayanan Yang Sopan Dan Ramah Pada Pelangganbertanggung Jawab Terhadap Kebersihan Restoran Area Kerja Dan Peralatan Memasakmemberikan Service Oriented Yang Optimal Pada Pelangganmenjalankan Sop Restoran Dengan Konsisten Kualifikasiusia Maksimal Tahunpendidikan Sma K Sederajatmemiliki Komunikasi Yang Baikberpenampilan Rapi Ramah Sopan Energikbersedia Untuk Bekerja Dengan Sistem Shiftsudah Di Vaksin Dan Memiliki Sertifikat Vaksinpenempatan Store Hokben Area Kota Tasikmalaya,https://www.jobstreet.co.id/id/job/74410449?type=standard&ref=search-standalone,not_written,not_written,not_written,74410449,OPERATIONS,2024-03-13
sales staff,Pt Zhong Bu Adhesive Indonesia,Tangerang,5250000.0,Ritel Produk Konsumen,Asisten Ritel,Karyawan Tetap Setelah Lolos Masa Percobaan Bulan Bpjs Ketenagakerjaan Kesehatan Bonus Achieve,1 jam yang lalu,Full time,Kualifikasi Memiliki Pengalaman Kerja Dalam Industri Sepatu Di Bagian Stockfit Assembly Faham Analisa Masalah Bonding Dan Buffing Pada Proses Sepatumemiliki Kemampuan Komunikasi Dengan Baikmemiliki Pengetahuan Tentang Kimia Lebih Baikdapat Bekerja Secara Individual Maupun Teamdisiplin Dan Pekerja Kerasbersedia Ditempatkan Di Seluruh Customer,https://www.jobstreet.co.id/id/job/74273686?type=standout&ref=search-standalone,month,not_written,IDR,74273686,SALES & MARKETING,2024-03-13
business development staff,Ria Busana Group,Bogor,not_written,Penjualan,Pengembangan Bisnis Baru,Self Improvemenet Bonus Tahunan,22 jam yang lalu,Full time,Job Desc Melakukan Pengolahan Data Menggunakan Excelmelakukan Analisa Data Sesuai Kebutuhan Perusahaanmembuat Report Daily Weekly Monthly Yearlymemahami Produk Dan Strategi Yang Ditetapkan Perusahaan Kualifikasi Usia Maksimum Tahunpendidikan Minimum S Fresh Graduated Dipersilahkan Melamar Memiliki Kemauan Yang Besar Untuk Belajarcepat Beradaptasi Dan Aktif Dalam Berkomunikasiteliti Tekun Dan Uletberdomisili Di Depok Atau Kab Bogor Menjadi Nilai Plusbersedia Bekerja Di Cibinong Kab Bogor,https://www.jobstreet.co.id/id/job/74385846?type=standout&ref=search-standalone,not_written,not_written,not_written,74385846,Other,2024-03-13
accountant staff,Korea Trade Investment Promotion Agency,Jakarta Selatan,not_written,Akuntansi,Pembukuan Akuntansi Praktik Kecil,Insurance Coverage Bpjs Kesehatan And Bpjs Ketenagakerjaan Jkk Jkm Jht Bonus Transportation And Meal Allowances Negotiable Salary,5 hari yang lalu,Full time,Hiring Company Profile Company Name Pt Cipta Bisnis Nusantara Ini Consulting Industry Type Consulting And Tradingwebsite Www Ini Consulting Co Introduction We Are A Company That Provides Services Necessary For The Successful Business Of Foreign Companies In Indonesia From Entry Into The Indonesian Market To Settlement And Growth Process We Provide Various Services To Help Businesses Succeed Including Market Research Company Establishment Legal And Accounting Tax Services And Government Licensing Support Working Location Jakarta Indonesiaworking Days Days Per Week Hours Per Day Responsibilities Maintain Accurate And Up To Date Financial Records Through Bookkeeping Processesprepare And Submit Tax Reports Including Pph Pph Pph E Faktur And Djp Onlineensure Compliance With Tax Regulations And Deadlinesmanage And Prepare Financial Reports Including Balance Sheet Profit And Loss Statementsoversee The Billing And Collection Process Ensuring Timely Invoicing And Paymentassist In The Preparation Of Annual Tax Returns And Other Related Documentationhandle Inquiries And Correspondence From Tax Authorities Provide Support During Tax Audits And Examinationsassist In Financial Analysis And Reporting As Needed Requirements Bachelor S Degree In Accounting Or Finance From A Reputable Universityminimum Of Years Of Experience In Bookkeeping And Tax Reportingproficiency In Indonesian Tax Regulations Including Pph Pph Pph Proficiency In Accounting Software Accurate Ecount Erp Other Djp Online E Faktur And Ms Office Suitefluency In English Both Written And Verbal Cpa Or Relevant Certification Is A Plushaving An Extensive Knowledge Of Tax Law And Regulation,https://www.jobstreet.co.id/id/job/74264771?type=standout&ref=search-standalone,not_written,not_written,not_written,74264771,Other,2024-03-13
assistant sales staff yl maros,Pt Yakult Indonesia Persada,Maros,not_written,Administrasi Dukungan Perkantoran,Asisten Administratif,Not Written,20 menit yang lalu,Full time,Kualifikasi Usia Maksimal Tahunpendidikan Minimal Sma Smk Sederajat Semua Jurusan Memiliki Kemampuan Komunikasi Yang Baikmenyukai Tugas Lapangan Biasa Bekerja Keraswajib Memiliki Sim Cpengalaman Kerja Tidak Mutlakpenempatan Kerja Di Maros Sulawesi Selatantugas Tugas Pokok Melakukan Survei Dan Uji Coba Areamerekrut Agen Penjualanmelakukan Pembinaan Agen Penjualanmeningkatkan Kemampuan Agen Penjualanbertanggung Jawab Terhadap Aset Perusahaanbenefit Gaji Pokok Uang Makan Uang Transportinsentif Tunjangan Hari Raya Bonus Pelatihan Dan Jenjang Karir,https://www.jobstreet.co.id/id/job/74411859?type=standard&ref=search-standalone,not_written,not_written,not_written,74411859,SALES & MARKETING,2024-03-13
project costing officer,Pt Virtus Facility Service,Jakarta Raya,8750000.0,Akuntansi,Akuntansi Biaya,Not Written,18 jam yang lalu,Kasual,Project Costing Officer Job Descriptions Control Project Budgets And Make Sure They Don T Go Over Budgetresponsible Of Operating Expenses Variance Analyses Actual Vs Budget Vs Forecast Vs Prior Year Monitoring Of Budget Performance Analysis Meaningful And Succinct Commentaries On Variancesdemonstrate A Comprehensive Understanding Of The Interdependency Of Cost Driversdevelop And Implement Proactive Solutions And Cost Cutting Measurespresent New Strategies And Assessments To Stakeholders In A Compelling Fashionroll Out Clear Cost Saving Programs With Timelines And Assessment Goalsprovide Weekly Report Cost And Revenue Forecasts Support Target Analysis And Budgeting Processes Ongoing Monitoring And Reporting Of Cost And Controls Job Requirements Minimum Of A Bachelor S Degree In Finance Economics Or Related Field Years Of Work Experience In Same Level Related Field Preferredmust Have Spoken And Written In Englishunderstand The Structure Of Financial Statements Excellent Organizational Time Management And Communication Skillsdetail Oriented Honest And Disciplinedexcellent Data Management And Data Analysis Skillsunderstanding About Cost Control Budgeting And Accounting Programgood Computer Skill Ms Offfice,https://www.jobstreet.co.id/id/job/74392901?type=standout&ref=search-standalone,month,not_written,IDR,74392901,PRODUCT MANAGEMENT,2024-03-13
crew outlet,Pt Berkarya Indonesia Sejahtera Andal,Jakarta Raya,not_written,Hospitaliti Pariwisata,Staf Bar Minuman,Not Written,21 jam yang lalu,Full time,We Are Hiring Crew Outlet Usia Tahun Lulusan Sma Smk Sederajat Bersedia Ditempatkan Diseluruh Outlet Kebab Monster Jabodetabek Bersedia Bekerja Shift Dan Pada Hari Libur Disiplin Jujur Dan Bertanggung Jawab Diutamakan Memiliki Pengalaman Kerja F B Dan Store Berpenampilan Rapih Wangi Dan Bersih Ramah Ceria Dan Komunikatif Benefit Gaji Yang Menarik Komisi Insentif Mess Karyawan Jika Outlet Penempatan Terlalu Jauh Dari Domisili,https://www.jobstreet.co.id/id/job/74387670?type=standard&ref=search-standalone,not_written,not_written,not_written,74387670,Other,2024-03-13
staf finance accounting,Pt Sedana Pasifik Servistama,Jakarta Pusat,not_written,Akuntansi,Akuntansi Pelaporan Finansial,Not Written,18 jam yang lalu,Full time,Ruang Lingkup Pekerjaan Melakukan Penginputan Semua Transaksi Keuangan Kedalam Sistemmengontrol Kesibukan Keuangan Transaksi Keuangan Perusahaanmelakukan Rekonsiliasi Cash Dan Bankmembuat Laporan Keuangan Harian Mingguan Dan Bulananberkoordinasi Mengenai Keuangan Dengan Departemen Terkaitkualifikasi Pendidikan Minimal S Accountingmemiliki Pengalaman Minimal Tahun Sebagai Finance Accountinglebih Diutamakan Memahami Pajak Bersertifikat Brevetmampu Mengoperasikan Software Akuntansimampu Mengoperasikan Microsoft Excel,https://www.jobstreet.co.id/id/job/74393751?type=standard&ref=search-standalone,not_written,not_written,not_written,74393751,FINANCE,2024-03-13
staff kantor,Cv Indah Duta,Yogyakarta,not_written,Manufaktur Transportasi Logistik,Pergudangan Penyimpanan Distribusi,Not Written,15 jam yang lalu,Full time,Kantor Optik Kacamata Membuka Lowongan Utk Fresh Graduate Posisi Staff Kantor Syarat Usia Th Minimal Slta Sederajat Diutamakan Bisa Excel Komunikatif Adaptif Jam Kerja Jam Benefit Gaji Bulanan Free Lunch Seragam Kantor Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Siang Pagi Selasa Siang Pagi Rabu Siang Pagi Kamis Siang Pagi Jum At Siang Pagi Sabtu Siang Pagi Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March,https://www.jobstreet.co.id/id/job/74400193?type=standard&ref=search-standalone,not_written,not_written,not_written,74400193,Other,2024-03-13
maintenance staff,Pt Superior Porcelain Sukses,Subang,not_written,Manufaktur Transportasi Logistik,Operator Mesin,Not Written,18 jam yang lalu,Full time,Kualifikasi D D S Teknik Elektro Mekatronika Mesinterbuka Untuk Freshgraduatetegas Komunikatif Dan Mempunyai Jiwa Leadershipmampu Membaca Wiring Diagram Atau Manual Book Dan Menguasai Plc Siemens Omron Elektrik Mampu Mengoperasikan Peralatan Dasar Mekanik Seperti Las Gerinda Cnc Bubut Miling Mekanik Menguasai Gambar Teknik Autocad Solidwork Merupakan Nilai Tambahbersedia Bekerja Shifttidak Alergi Debupenempatan Di Subang Jawa Barat,https://www.jobstreet.co.id/id/job/74394563?type=standout&ref=search-standalone,not_written,not_written,not_written,74394563,IT,2024-03-13
finance accounting staff,Pt Toro Food Indonesia,Jakarta Utara,5783690.5,Akuntansi,Akuntansi Pelaporan Finansial,Not Written,22 jam yang lalu,Kontrak,Responsibilities General Accounting Tasks Including Reconciling And Maintaining Balance Sheet Accounts And General Ledger Operations Preparing Journal Entries Preparing Monthly Closing And Financial Reports Preparing Account Bank Reconciliations Perform Finance Analysis Reporting And Management Tasks Oversee The Validation Of Transactions And Verification Of Their Overall Impact On The General Accounts Lay Down And Validate The Accounting Systems And Tools Review Financial Paperwork And Procedures Provide Recommendations And Make Necessary Changes Ensure All Expenses Are Within Assigned Budget And Verify The Completeness Of All Required Supporting Documentation For All Payments Vouchers Prepare Payments Bank Transfers And Do The Bank Transactions Produce Periodic Financial Reports And Other Financial Documents For The Management In Accordance With The Prevailing Policies And Procedures Ensure Timely And Accurate Monthly And Year End Closure Of Accounts Including Bank Reconciliation And Submit Reports To The Director As Per Prescribed Deadlines Prepare Invoice To The Projects For Services And Cost Share Ensure Account Receivables And Payables Activities Are Performed Accurately And Timely Settle Amounts Due Or Recover Outstanding Receivables Identify And Resolve Invoicing Issues Accounting Discrepancies And Other Financial Related Issues Prepare And Coordinate Financial Audit Ensure Timely And Effective Follow Up To Audit Observations And Recommendations Qualifications Max Years Oldminimum Education Diii Financial Accountingminimum Years Work Experience In The Same Fieldable To Work Effectively And Efficiently Both Independently And In A Teamhonest Diligent Responsible Thorough And Able To Communicate Well,https://www.jobstreet.co.id/id/job/74386823?type=standout&ref=search-standalone,month,not_written,IDR,74386823,FINANCE,2024-03-13
